celex,date,year,reference,origin,limb,section,act_kind
32022D2191,2022-11-08,2022,EN 301 908-10 V4.2.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.3.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.3.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.3.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.3.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-1 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-2 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-3 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 363-1 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 674-2-1 V3.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 213-5-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-12 V3.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-20 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-52 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-3 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-4 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-3 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-4 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.1.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-2 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-3 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.2.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.1.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-2 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-3 V2.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.2.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.2.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-14 V13.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-15 V11.1.2,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-18 V13.1.1,ETSI,spaced,none,FULL_LIST
32022D2191,2022-11-08,2022,EN 50360:2017,CENELEC,number,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 50385:2017,CENELEC,number,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 50401:2017,CENELEC,number,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 50566:2017,CENELEC,number,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 55035:2017,CENELEC,number,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 065 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 086 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 113 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 219 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 220-2 V3.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 220-3-1 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 220-3-2 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 220-4 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 224 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 296 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 328 V2.2.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 330 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 341 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 390 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-4 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 433 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 440 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 454-2 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 487 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 674-2-1 V3.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 674-2-2 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 676-2 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 698 V2.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 718-1 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 718-2 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 718-2 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 720 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 091-2 V1.3.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 166 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 178 V2.2.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 357 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 360 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 406 V2.2.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 426 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 427 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 428 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 430 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 441 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 442 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 443 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 444 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 447 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 459 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 473 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-12 V3.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-20 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 489-52 V1.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 502 V12.5.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 511 V12.5.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 559 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 598 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 681 V2.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 721 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 783 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 839 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 841-3 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 842-5 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 893 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-1 V15.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-11 V11.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-12 V7.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-14 V15.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-15 V15.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-18 V15.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-19 V6.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-2 V13.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-20 V6.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-21 V6.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-22 V6.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-3 V13.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 929 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 017 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 018 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 054 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 064-2 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 065-1 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 065-2 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 065-3 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 065-4 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 066 V2.2.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 077-2 V1.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 186 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 194-2 V1.1.2,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 195 V2.1.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 208 V3.3.1,ETSI,spaced,withdrawal,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 217-2 V3.3.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 245-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 248 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 264-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 288-2 V1.6.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 296 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 326-2 V1.2.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 340 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 372 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 448 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 454 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 480 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 502 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 510-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 536-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 537 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 561 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 567 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 571 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 574-1 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 574-2 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 574-3 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 608 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 609 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 617 V2.3.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 686 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 729 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 858-2 V1.3.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 885 V2.2.3,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 961 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 977 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 039 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 084 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 098 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 132 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 135 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 203 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 204 V3.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 213-5-1 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 213-5-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 213-6-1 V3.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 258 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 276 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 340 V1.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-3 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-4 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-1 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-2 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 347-3 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 348 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 354 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 363-1 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 364-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 364-3 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 402 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 406 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 520 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 609 V12.5.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 758 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 978 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 979 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 980 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 981 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 305 550-2 V1.2.1,CEN,number,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-14 V13.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-15 V11.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-18 V13.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-1 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-2 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 300 422-3 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 025 V2.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 444 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-1 V13.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-10 V4.2.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 301 908-13 V13.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 066-2 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 208 V3.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 217-2 V3.2.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 296-2 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 480 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 567 V1.2.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 302 609 V2.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 204 V2.1.2,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 276 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 345-5 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 413 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-1 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2191,2022-11-08,2022,EN 303 372-2 V1.1.1,ETSI,spaced,addition,FULL_LIST
32022D2414,2022-12-06,2022,EN ISO 18527-2:2021,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-1:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-1:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-2:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-2:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2000,CEN,number,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2000,CEN,number,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2000,CEN,number,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 13688:2013,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2021,CEN,number,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 13688:2013,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 13688:2013,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2021,CEN,number,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 13688:2013,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 13688:2013,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 18527-2:2021,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-1:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-1:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-2:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN ISO 20349-2:2017,ISO,explicit,none,AMENDING
32022D2414,2022-12-06,2022,EN 143:2021,CEN,number,none,AMENDING
