celex,date,year,reference,origin,limb,section,act_kind
32019D0436,2019-03-18,2019,EN 15895:2011+A1:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50569:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50570:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50571:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50636-2-107:2015,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 16719:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 14118:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A5:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 1853:2017,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 1870-6:2017,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-5:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-7:2017,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-8:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-1:2013,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 12013:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 12999:2011+A2:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13001-3-1:2012+A2:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13001-3-6:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13135:2013+A1:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13684:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 13766-2:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 15194:2017,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 15895:2011+A1:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 16092-1:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 16092-3:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 16952:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 16719:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 17059:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-4:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-6:2017,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-8:2018,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19225:2017,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 28927-2:2009,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50569:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50570:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50571:2013,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 50636-2-107:2015,CENELEC,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-1:2018,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-17:2017,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-1:2014,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-1:2018,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-17:2017,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-1:2014,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-4:2016,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-4:2016,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-6:2014,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-9:2015,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-10:2015,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-14:2017,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A4:2013,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A4:2013,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A5:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A5:2018,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241-1:2003+A1:2011,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241-1:2003+A1:2011,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241:2003+A2:2016,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241:2003+A2:2016,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 786:1996+A2:2009,CEN,number,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 61496-1:2013,IEC,inferred-60000,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 11200:2014,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 12100:2010,ISO,explicit,none,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A4:2013,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241-1:2003+A1:2011,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 14118:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1853:2017,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1870-6:2017,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-5:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-7:2017,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-8:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-1:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-1:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 12013:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 12999:2011+A2:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13001-3-1:2012+A2:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13001-3-6:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13135:2013+A1:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13684:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 13766-2:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 15194:2017,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 15895:2011+A1:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 16092-1:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 16092-3:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 16719:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 16952:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 17059:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-4:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-6:2017,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19085-8:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 19225:2017,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 28927-2:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 28927-2:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO/IEC 80079-38:2016,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO/IEC 80079-38:2016,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50569:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50569:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50570:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50570:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50571:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50571:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50636-2-107:2015,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50636-2-107:2015,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-2-58:2005,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-1:2018,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-2-17:2017,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-1:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-1:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-4:2016,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-4:2016,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-6:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-6:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-9:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-9:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-10:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-10:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-14:2017,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A5:2018,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-5:2006+A3:2013,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241:2003+A2:2016,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 12453:2000,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1037:1995+A1:2008,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 474-1:2006+A4:2013,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1853:1999+A1:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1870-6:2002+A1:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-5:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 4254-7:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 14017:2005+A2:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-1:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 5395-3:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 12013:2000+A1:2008,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 12999:2011+A1:2012,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13001-3-1:2012+A1:2013,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13135:2013,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13684:2004+A3:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 15895:2011,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 692:2005+A1:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 693:2001+A2:2011,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13736:2003+A1:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 848-1:2007+A2:2012,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1710:2005+A1:2008,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50569:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50570:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50571:2013,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 50636-2-107:2015,CENELEC,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60335-1:2012,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60745-2-1:2010,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 60745-2-17:2010,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-1:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 61029-2-4:2011,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-6:2014,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-9:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 62841-3-10:2015,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 13241:2003+A2:2016,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 786:1996+A2:2009,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 1870-14:2007+A2:2012,CEN,number,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN 61496-1:2013,IEC,inferred-60000,withdrawal,FULL_LIST
32019D0436,2019-03-18,2019,EN ISO 11200:2014,ISO,explicit,withdrawal,FULL_LIST
32019D0451,2019-03-19,2019,EN 15824:2017,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-5:2017+A1:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-5:2000,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-5:2000,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-7:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-7:2000,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-7:2000,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 54-7:2000,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 492:2012+A2:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 492:2012,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 1096-4:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 1096-4:2004,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 1279-5:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 1279-5:2005+A2:2010,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 12467:2012+A2:2018,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 12467:2012,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 15824:2017,CEN,number,none,FULL_LIST
32019D0451,2019-03-19,2019,EN 15824:2009,CEN,number,none,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8666:2018,ISO,explicit,none,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-1:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-2:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-3:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-4:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 7840:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8469:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8666:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8849:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 9093-1:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 9093-2:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11192:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11547:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11812:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-1:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-2:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-3:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-4:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-5:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-6:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-8:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-9:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12216:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 13297:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 13590:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 14509-1:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 14509-3:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 15083:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 15084:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 16180:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 21487:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 25197:2018,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-1:2001,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-2:2001,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-3:2014,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 6185-4:2011,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 7840:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8469:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 8849:2003,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 9093-1:1997,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 9093-2:2002,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11192:2005,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11547:1995,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11547:1995,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 11812:2001,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-1:2000,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-2:2002,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-3:2002,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-4:2002,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-5:2008,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-5:2008,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-6:2008,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-8:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-8:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12215-9:2012,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 12216:2002,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 13297:2014,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 13590:2003,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 13590:2003,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 14509-1:2008,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 14509-3:2009,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 15083:2003,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 15084:2003,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 16180:2013,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 21487:2012,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 21487:2012,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 21487:2012,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 25197:2012,ISO,explicit,withdrawal,FULL_LIST
32019D0919,2019-06-04,2019,EN ISO 25197:2012,ISO,explicit,withdrawal,FULL_LIST
32019D1202,2019-07-12,2019,EN 60079-0:2012,IEC,inferred-60000,none,FULL_LIST
32019D1202,2019-07-12,2019,EN IEC 60079-0:2018,IEC,explicit,none,FULL_LIST
32019D1202,2019-07-12,2019,EN IEC 60079-0:2018,IEC,explicit,none,FULL_LIST
32019D1202,2019-07-12,2019,EN IEC 60079-0:2018,IEC,explicit,none,FULL_LIST
32019D1202,2019-07-12,2019,EN IEC 60079-0:2018,IEC,explicit,none,FULL_LIST
32019D1202,2019-07-12,2019,EN 60079-0:2012,IEC,inferred-60000,none,FULL_LIST
32019D1202,2019-07-12,2019,EN 60079-0:2012,IEC,inferred-60000,none,FULL_LIST
32019D1202,2019-07-12,2019,EN 60079-0:2012,IEC,inferred-60000,none,FULL_LIST
32019D1202,2019-07-12,2019,EN IEC 60079-0:2018,IEC,explicit,none,FULL_LIST
32019D1202,2019-07-12,2019,EN 60079-0:2012,IEC,inferred-60000,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-2:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-2:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-3:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-3:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-4:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-4:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-2:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-2:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-3:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-3:2006,ISO,explicit,none,FULL_LIST
32019D1217,2019-07-17,2019,EN ISO 12402-4:2006,ISO,explicit,none,FULL_LIST
