arxiv,verdict,fetch_ok,members,bytes,fetch_error,landed_all_zero,landed_mentioned,now_mentioned,diffs
2309.10096,TRUE_ZERO,1,2,1975034,,1,0,0,
2309.14605,TRUE_ZERO,1,4,7015684,,1,0,0,
2310.01293,TRUE_ZERO,1,3,559770,,1,0,0,
2310.02241,TRUE_ZERO,1,2,1165859,,1,0,0,
2310.13489,TRUE_ZERO,1,2,3736169,,1,0,0,
2310.16257,TRUE_ZERO,1,2,9799264,,1,0,0,
2310.19866,TRUE_ZERO,1,2,351955,,1,0,0,
2310.20099,TRUE_ZERO,1,2,9365009,,1,0,0,
2311.03436,TRUE_ZERO,1,2,2337115,,1,0,0,
2311.04862,TRUE_ZERO,1,2,1167094,,1,0,0,
2311.08461,TRUE_ZERO,1,2,784552,,1,0,0,
2311.11454,TRUE_ZERO,1,2,4281264,,1,0,0,
2311.12210,TRUE_ZERO,1,2,666183,,1,0,0,
2311.17145,TRUE_ZERO,1,2,2191673,,1,0,0,
2312.08423,TRUE_ZERO,1,2,2243983,,1,0,0,
2401.02484,TRUE_ZERO,1,4,2443309,,1,0,0,
2402.04946,TRUE_ZERO,1,2,614780,,1,0,0,
2402.05720,TRUE_ZERO,1,1,36478189,,1,0,0,
2402.05991,TRUE_ZERO,1,3,367358,,1,0,0,
2402.07346,TRUE_ZERO,1,2,502750,,1,0,0,
2402.07748,TRUE_ZERO,1,2,11676615,,1,0,0,
2402.09278,TRUE_ZERO,1,1,83507,,1,0,0,
2402.17384,TRUE_ZERO,1,2,1738120,,1,0,0,
2403.06240,TRUE_ZERO,1,2,3625450,,1,0,0,
2403.12129,TRUE_ZERO,1,3,1731714,,1,0,0,
2403.12219,TRUE_ZERO,1,2,12119434,,1,0,0,
2404.05327,TRUE_ZERO,1,2,3726617,,1,0,0,
2404.12523,TRUE_ZERO,1,2,1782653,,1,0,0,
2405.02423,TRUE_ZERO,1,2,6027267,,1,0,0,
2405.02863,TRUE_ZERO,1,2,692868,,1,0,0,
2405.02912,TRUE_ZERO,1,2,11740887,,1,0,0,
2405.03457,TRUE_ZERO,1,3,1333254,,1,0,0,
2405.04314,TRUE_ZERO,1,2,5095475,,1,0,0,
2406.16474,TRUE_ZERO,1,2,4679759,,1,0,0,
2406.18184,TRUE_ZERO,1,3,7812259,,1,0,0,
2406.18631,TRUE_ZERO,1,2,3897147,,1,0,0,
2406.18638,TRUE_ZERO,1,6,2491341,,1,0,0,
2407.03284,TRUE_ZERO,1,2,1847053,,1,0,0,
2407.06257,TRUE_ZERO,1,2,837759,,1,0,0,
2407.06280,TRUE_ZERO,1,4,4601994,,1,0,0,
2407.07187,TRUE_ZERO,1,2,3457004,,1,0,0,
2407.16760,TRUE_ZERO,1,2,2973647,,1,0,0,
2407.18763,TRUE_ZERO,1,2,466571,,1,0,0,
2408.00725,TRUE_ZERO,1,2,393476,,1,0,0,
2408.01411,TRUE_ZERO,1,2,7256397,,1,0,0,
2408.03985,TRUE_ZERO,1,2,1912251,,1,0,0,
2408.04697,TRUE_ZERO,1,2,843378,,1,0,0,
2408.10038,TRUE_ZERO,1,2,713884,,1,0,0,
2408.11511,TRUE_ZERO,1,2,6430847,,1,0,0,
2408.17370,TRUE_ZERO,1,2,1003843,,1,0,0,
2409.01371,TRUE_ZERO,1,3,4925900,,1,0,0,
2409.01891,TRUE_ZERO,1,2,8549770,,1,0,0,
2409.02468,TRUE_ZERO,1,2,132953,,1,0,0,
2409.09563,TRUE_ZERO,1,2,2279184,,1,0,0,
2409.10622,TRUE_ZERO,1,2,858592,,1,0,0,
2410.00114,TRUE_ZERO,1,2,4968466,,1,0,0,
2410.01625,TRUE_ZERO,1,7,15874615,,1,0,0,
2410.02737,TRUE_ZERO,1,2,5531360,,1,0,0,
2410.06247,TRUE_ZERO,1,2,617742,,1,0,0,
2410.06335,TRUE_ZERO,1,4,414818,,1,0,0,
2410.06754,TRUE_ZERO,1,2,4720275,,1,0,0,
2410.11037,TRUE_ZERO,1,2,2604958,,1,0,0,
2410.11568,TRUE_ZERO,1,2,1988945,,1,0,0,
2411.03454,TRUE_ZERO,1,2,3537553,,1,0,0,
2411.03994,TRUE_ZERO,1,2,480896,,1,0,0,
2411.09905,TRUE_ZERO,1,4,1248412,,1,0,0,
2411.17819,TRUE_ZERO,1,2,1116141,,1,0,0,
2412.05002,TRUE_ZERO,1,18,24723790,,1,0,0,
2412.07840,TRUE_ZERO,1,2,4752637,,1,0,0,
2501.03844,TRUE_ZERO,1,2,35839398,,1,0,0,
2501.13656,TRUE_ZERO,1,2,2747375,,1,0,0,
2501.17236,TRUE_ZERO,1,2,14322678,,1,0,0,
2502.01285,TRUE_ZERO,1,2,15239621,,1,0,0,
2502.12251,TRUE_ZERO,1,5,38534668,,1,0,0,
2502.17319,TRUE_ZERO,1,2,3264991,,1,0,0,
2502.17610,TRUE_ZERO,1,12,521553,,1,0,0,
2503.07241,TRUE_ZERO,1,1,123618,,1,0,0,
2503.13280,TRUE_ZERO,1,2,2515893,,1,0,0,
2503.14605,TRUE_ZERO,1,2,37643252,,1,0,0,
2503.15472,TRUE_ZERO,1,1,13464485,,1,0,0,
2503.19536,TRUE_ZERO,1,2,4510432,,1,0,0,
2503.19997,TRUE_ZERO,1,2,1542579,,1,0,0,
2504.03303,TRUE_ZERO,1,2,5123389,,1,0,0,
2504.05480,TRUE_ZERO,1,2,3044628,,1,0,0,
2504.06415,TRUE_ZERO,1,2,557815,,1,0,0,
2504.13997,TRUE_ZERO,1,2,6525198,,1,0,0,
2504.19616,TRUE_ZERO,1,2,1255727,,1,0,0,
2504.20475,TRUE_ZERO,1,2,761586,,1,0,0,
2505.01470,TRUE_ZERO,1,5,579839,,1,0,0,
2505.04106,TRUE_ZERO,1,4,31454317,,1,0,0,
2505.04398,TRUE_ZERO,1,2,3331638,,1,0,0,
2505.12895,TRUE_ZERO,1,2,831330,,1,0,0,
2506.00493,TRUE_ZERO,1,4,1952188,,1,0,0,
2506.02956,TRUE_ZERO,1,2,2325234,,1,0,0,
2506.05094,TRUE_ZERO,1,2,555409,,1,0,0,
2506.07845,TRUE_ZERO,1,8,10444021,,1,0,0,
2506.18708,TRUE_ZERO,1,2,3904470,,1,0,0,
2506.18961,TRUE_ZERO,1,2,774386,,1,0,0,
2506.22635,TRUE_ZERO,1,2,3306646,,1,0,0,
2507.01798,TRUE_ZERO,1,2,1858014,,1,0,0,
2507.08266,TRUE_ZERO,1,2,1169041,,1,0,0,
2507.14433,TRUE_ZERO,1,2,2720757,,1,0,0,
2507.15924,TRUE_ZERO,1,2,325633,,1,0,0,
2508.01596,TRUE_ZERO,1,2,202799,,1,0,0,
2508.03019,TRUE_ZERO,1,2,10213376,,1,0,0,
2508.05233,TRUE_ZERO,1,1,6334933,,1,0,0,
2508.08699,TRUE_ZERO,1,2,6731406,,1,0,0,
2508.16421,TRUE_ZERO,1,2,15096939,,1,0,0,
2508.19509,TRUE_ZERO,1,2,4111633,,1,0,0,
2509.01933,TRUE_ZERO,1,2,2016515,,1,0,0,
2509.09348,TRUE_ZERO,1,2,445397,,1,0,0,
2509.11565,TRUE_ZERO,1,7,1316385,,1,0,0,
2509.13413,TRUE_ZERO,1,2,3666980,,1,0,0,
2509.19492,TRUE_ZERO,1,2,3234498,,1,0,0,
2509.22770,TRUE_ZERO,1,2,2213365,,1,0,0,
2510.00102,TRUE_ZERO,1,2,7450678,,1,0,0,
2512.02116,TRUE_ZERO,1,4,3547602,,1,0,0,
2512.08932,TRUE_ZERO,1,1,420990,,1,0,0,
2512.10616,TRUE_ZERO,1,1,2816948,,1,0,0,
2601.05006,TRUE_ZERO,1,2,285940,,1,0,0,
2601.10099,TRUE_ZERO,1,2,108170,,1,0,0,
2601.19870,TRUE_ZERO,1,2,757263,,1,0,0,
2602.04964,TRUE_ZERO,1,1,3952257,,1,0,0,
